Id,Name,Description,Category,Density,ECI_A1A3
2654,"Steel : Steel, Wire rod","World average steel. Wire rod is a rolled steel product, produced from a semi and having a round, rectangular or other cross-section. Particularly fine cross-sections may be achieved by subsequent cold forming (drawing). Wire rod is wound into coils and transported in this form. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.15 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.12 kg CO₂e per kg.",Steel,7850,2.27
2655,"Steel : Steel, Hot Rolled Coil","World average steel. Steel coil rolled on a hot-strip mill. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. The various types of hot rolled steel have applications in virtually all sectors of industry: transport, construction, shipbuilding, gas containers, pressure vessels, energy pipelines, etc.  Hot rolled steel sheet with an anti-slip surface and a diamond or teardrop pattern are typically used for stairs, industrial floors and tailboards for goods vehicles. Typical thickness between 2 - 7 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.21 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.07 kg CO₂e per kg.",Steel,7850,2.28
2656,"Steel : Steel, Rebar","World average steel. For European rebar see seperate data. A steel reinforcing bar is rolled on a hot rolling mill. It can be found on the market for direct use or is further processed into finished products by the manufacturers. This product is used to strengthen concrete in highway and building construction also as primary product for the wire rod process. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -0.79 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.2 kg CO₂e per kg.",Steel,7850,1.99
2657,"Steel : Steel, Section","World average steel. A steel section rolled on a hot rolling mill. Steel Sections include I-beams, H-beams, wide-flange beams, and sheet piling. It can be found on the market for direct use. This product is used in construction, multi-story buildings, industrial buildings, bridge trusses, vertical highway supports, and riverbank reinforcement. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -0.34 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.21 kg CO₂e per kg.",Steel,7850,1.55
2658,"Steel : Steel, Engineering steel","World average steel. Engineering Steel is rolled on a Hot Rolling mill. It can be found on the market and is further processed into finished products by the manufacturers This steel is used in the manufacture of tools, dies, components for engines, drives, equipment, transmissions, etc. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of 0.31 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.58 kg CO₂e per kg.",Steel,7850,1.27
2659,"Steel : Steel, global seamless tube","World average steel. seamless tube.  At an EOL recovery rate of 85%. Module D impact of -0.84 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.29 kg CO₂e per kg.",Steel,7850,2.13
2660,Stone : General ,"(STONE HAS VARIABLE DENSITIES CHECK)database average (statistic), uncertain. See material profile.",Stone,1602,0.079
2661,Stone : Granite,(STONE HAS VARIABLE DENSITIES CHECK),Stone,2760,0.7
2662,Stone : Limestone,(STONE HAS VARIABLE DENSITIES CHECK),Stone,2800,0.09
2663,Stone : Marble,(STONE HAS VARIABLE DENSITIES CHECK),Stone,2711,0.13
2664,Stone : Marble tile,(STONE HAS VARIABLE DENSITIES CHECK),Stone,2711,0.21
2665,Stone : Sandstone,(STONE HAS VARIABLE DENSITIES CHECK),Stone,2600,0.06
2666,Stone : Shale,(STONE HAS VARIABLE DENSITIES CHECK),Stone,2670,0.002
2667,Stone : Slate,(STONE HAS VARIABLE DENSITIES CHECK) (DATA RANGE FROM .000 TO 0.063),Stone,2691,0.063
2668,Timber : Average of all data - No Carbon Storage,"(HIGH DENSITY CORRECT FOR TREE)Average of data collected, 211 datapoints. This is not a weighted average. It is an average of all data collected on timber. Excludes Carbon Storage.",Timber,500,0.492826143
2669,Timber : Chipboard - No Carbon Storage,"Average of data collected, 6 datapoints.  Excludes Carbon Storage.",Timber,500,0.400163731
2670,Timber : Closed panel timber frame system - No Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,500,0.452459016
2671,Timber : CLT - No Carbon Storage,"Average of data collected, 3 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,500,0.437344479
2672,Timber : Fibreboard - No Carbon Storage,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,800,0.715306502
2673,Timber : Glulam - No Carbon Storage,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",Timber,500,0.512127049
2674,Timber : Hardboard - No Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,740,0.815247536
2675,Timber : Hardwood - No Carbon Storage,"Average of data collected, 22 datapoints.  Excludes Carbon Storage.",Timber,740,0.305560544
2676,Timber : Laminate - No Carbon Storage,"Average of data collected, 11 datapoints.  Excludes Carbon Storage.",Timber,740,0.69776337
2677,Timber : Laminated strand lumber - No Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,740,0.504079166
2678,Timber : Laminated veneer lumber - No Carbon Storage,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,500,0.389801514
2679,Timber : MDF - No Carbon Storage,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",Timber,500,0.856454322
2680,Timber : Open panel timber frame system - No Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,500,0.345177665
2681,Timber : OSB - No Carbon Storage,"Average of data collected, 16 datapoints.  Excludes Carbon Storage.",Timber,680,0.455069121
2682,Timber : Parquet - No Carbon Storage,"Average of data collected, 8 datapoints.  Excludes Carbon Storage.",Timber,740,0.811218986
2683,Timber : Particle Board - No Carbon Storage,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",Timber,750,0.664265943
2684,Timber : Plywood - No Carbon Storage,"Average of data collected, 11 datapoints.  Excludes Carbon Storage.",Timber,680,0.681464286
2685,Timber : Softwood - No Carbon Storage,"Average of data collected, 43 datapoints.  Excludes Carbon Storage.",Timber,480,0.262594458
2686,Timber : Wood I-Beam - No Carbon Storage,"Average of data collected, 37 datapoints.  Excludes Carbon Storage.",Timber,480,0.483302051
2687,Timber : Wood-plastic composite - No Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,500,1.44
2688,Timber : Average of all data - Including Carbon Storage,"Average of data collected, 211 datapoints. This is not a weighted average. It is an average of all data collected on timber. Includes Carbon Storage.",Timber,500,-1.03089278
2689,Timber : Chipboard - Including Carbon Storage,"Average of data collected, 6 datapoints.  Includes Carbon Storage.",Timber,500,-1.120668585
2690,Timber : Closed panel timber frame system - Including Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,500,-1.101639344
2691,Timber : CLT - Including Carbon Storage,"Average of data collected, 3 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,500,-1.204069479
2692,Timber : Fibreboard - Including Carbon Storage,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,800,-0.863167719
2693,Timber : Glulam - Including Carbon Storage,"Average of data collected, 13 datapoints.  Includes Carbon Storage.",Timber,500,-0.895743464
2694,Timber : Hardboard - Including Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,740,-0.823963583
2695,Timber : Hardwood - Including Carbon Storage,"Average of data collected, 22 datapoints.  Includes Carbon Storage.",Timber,740,-1.285974205
2696,Timber : Laminate - Including Carbon Storage,"Average of data collected, 11 datapoints.  Includes Carbon Storage.",Timber,740,-0.580436177
2697,Timber : Laminated strand lumber - Including Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,740,-1.084075631
2698,Timber : Laminated veneer lumber - Including Carbon Storage,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,500,-1.246589052
2699,Timber : MDF - Including Carbon Storage,"Average of data collected, 13 datapoints.  Includes Carbon Storage.",Timber,500,-0.643745357
2700,Timber : Open panel timber frame system - Including Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,500,-1.269035533
2701,Timber : OSB - Including Carbon Storage,"Average of data collected, 16 datapoints.  Includes Carbon Storage.",Timber,680,-1.047280201
2702,Timber : Parquet - Including Carbon Storage,"Average of data collected, 8 datapoints.  Includes Carbon Storage.",Timber,740,-0.813016808
2703,Timber : Particle Board - Including Carbon Storage,"Average of data collected, 13 datapoints.  Includes Carbon Storage.",Timber,750,-0.814998665
2704,Timber : Plywood - Including Carbon Storage,"Average of data collected, 11 datapoints.  Includes Carbon Storage.",Timber,680,-0.933068403
2705,Timber : Softwood - Including Carbon Storage,"Average of data collected, 43 datapoints.  Includes Carbon Storage.",Timber,480,-1.291860682
2706,Timber : Wood I-Beam - Including Carbon Storage,"Average of data collected, 37 datapoints.  Includes Carbon Storage.",Timber,480,-1.049938317
2707,Timber : Wood-plastic composite - Including Carbon Storage,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,500,0.58
2708,Tin : Tin Coated Plate (Steel),(CO₂e ONLY) (1.04 to 2.95),Metal - Other,7800,2.95
2709,Tin : General,"lack of modern data, large data range",Metal - Other,7800,14.47
2710,Titanium : Virgin,"lack of modern data, large data range, small sample size (RANGE 20.6 to 42.5 (??))",Metal - Other,4506,42.5
2711,Titanium : Recycled,"lack of modern data, large data range, small sample size",Metal - Other,4506,14.7
2712,Vinyl flooring : General,"23.58 MJ/kg Feedstock Energy  (Included), Same value as PVC calendered sheet. Note: the book version of ICE contains the wrong values. These values are up to date",Other,924,3.19
2713,Vinyl flooring : Vinyl Composite Tiles (VCT),"No GWP data, embodied energy only",Other,924,0
2714,Zinc : General,"Uncertain carbon estimates, currently estimated from typical UK industrial fuel mix. Recycled content of general Zinc 30%.",Metal - Other,7120,3.09
